system:index,grid_id,mean,.geo
000000000000000006d7,GRID_1751,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.51531328489258],[78.60807002428533,17.52432514938699],[78.59862121369002,17.52432511164495],[78.59862121369002,17.51531329525914],[78.60807002428533,17.51531328489258]]]}"
000000000000000006d8,GRID_1752,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.52432514938699],[78.60807002428533,17.533332529081864],[78.59862121369002,17.533332532304385],[78.59862121369002,17.52432511164495],[78.60807002428533,17.52432514938699]]]}"
000000000000000006d9,GRID_1753,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.533332529081864],[78.60807002428533,17.542344316896084],[78.59862121369002,17.542344361003963],[78.59862121369002,17.533332532304385],[78.60807002428533,17.533332529081864]]]}"
000000000000000006da,GRID_1754,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.542344316896084],[78.60807002428533,17.55135170711995],[78.59862121369002,17.551351703312825],[78.59862121369002,17.542344361003963],[78.60807002428533,17.542344316896084]]]}"
000000000000000006db,GRID_1755,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.55135170711995],[78.60807002428533,17.56035914594585],[78.59862121369002,17.560359094247517],[78.59862121369002,17.551351703312825],[78.60807002428533,17.55135170711995]]]}"
000000000000000006dc,GRID_1756,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.56035914594585],[78.60807002428533,17.56937099123889],[78.59862121369002,17.56937098051201],[78.59862121369002,17.560359094247517],[78.60807002428533,17.56035914594585]]]}"
000000000000000006dd,GRID_1757,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.56937099123889],[78.60807002428533,17.57837834741096],[78.59862121369002,17.57837828884803],[78.59862121369002,17.56937098051201],[78.60807002428533,17.56937099123889]]]}"
000000000000000006de,GRID_1758,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.57837834741096],[78.60807002428533,17.587385750069668],[78.59862121369002,17.58738573264877],[78.59862121369002,17.57837828884803],[78.60807002428533,17.57837834741096]]]}"
000000000000000006df,GRID_1759,,"{""type"":""Polygon"",""coordinates"":[[[78.60807002428533,17.587385750069668],[78.60807002428533,17.596397557534836],[78.59862121369002,17.59639758117672],[78.59862121369002,17.58738573264877],[78.60807002428533,17.587385750069668]]]}"
000000000000000006e0,GRID_1760,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.200001303584628],[78.6175233159969,17.20900868116452],[78.60807002428533,17.209008691407828],[78.60807002428533,17.200001273866818],[78.6175233159969,17.200001303584628]]]}"
000000000000000006e1,GRID_1761,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.20900868116452],[78.6175233159969,17.21801604535744],[78.60807002428533,17.218016095594635],[78.60807002428533,17.209008691407828],[78.6175233159969,17.20900868116452]]]}"
000000000000000006e2,GRID_1762,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.21801604535744],[78.6175233159969,17.22702792577013],[78.60807002428533,17.227027927092493],[78.60807002428533,17.218016095594635],[78.6175233159969,17.21801604535744]]]}"
000000000000000006e3,GRID_1763,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.22702792577013],[78.6175233159969,17.236035350052497],[78.60807002428533,17.236035302597713],[78.60807002428533,17.227027927092493],[78.6175233159969,17.22702792577013]]]}"
000000000000000006e4,GRID_1764,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.236035350052497],[78.6175233159969,17.245047111802833],[78.60807002428533,17.245047193156072],[78.60807002428533,17.236035302597713],[78.6175233159969,17.236035350052497]]]}"
000000000000000006e5,GRID_1765,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.245047111802833],[78.6175233159969,17.2540545044929],[78.60807002428533,17.25405453712774],[78.60807002428533,17.245047193156072],[78.6175233159969,17.245047111802833]]]}"
000000000000000006e6,GRID_1766,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.2540545044929],[78.6175233159969,17.263061880234623],[78.60807002428533,17.26306195301803],[78.60807002428533,17.25405453712774],[78.6175233159969,17.2540545044929]]]}"
000000000000000006e7,GRID_1767,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.263061880234623],[78.6175233159969,17.272073769487314],[78.60807002428533,17.272073793493828],[78.60807002428533,17.26306195301803],[78.6175233159969,17.263061880234623]]]}"
000000000000000006e8,GRID_1768,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.272073769487314],[78.6175233159969,17.281081109362127],[78.60807002428533,17.281081173579235],[78.60807002428533,17.272073793493828],[78.6175233159969,17.272073769487314]]]}"
000000000000000006e9,GRID_1769,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.281081109362127],[78.6175233159969,17.290088519002012],[78.60807002428533,17.290088534609225],[78.60807002428533,17.281081173579235],[78.6175233159969,17.281081109362127]]]}"
000000000000000006ea,GRID_1770,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.290088519002012],[78.6175233159969,17.299100351670713],[78.60807002428533,17.299100407436665],[78.60807002428533,17.290088534609225],[78.6175233159969,17.290088519002012]]]}"
000000000000000006eb,GRID_1771,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.299100351670713],[78.6175233159969,17.30810772117395],[78.60807002428533,17.308107728385348],[78.60807002428533,17.299100407436665],[78.6175233159969,17.299100351670713]]]}"
000000000000000006ec,GRID_1772,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.30810772117395],[78.6175233159969,17.317115158319854],[78.60807002428533,17.317115117000487],[78.60807002428533,17.308107728385348],[78.6175233159969,17.30810772117395]]]}"
000000000000000006ed,GRID_1773,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.317115158319854],[78.6175233159969,17.326127016856624],[78.60807002428533,17.32612701578505],[78.60807002428533,17.317115117000487],[78.6175233159969,17.317115158319854]]]}"
000000000000000006ee,GRID_1774,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.326127016856624],[78.6175233159969,17.335134409600933],[78.60807002428533,17.335134360053928],[78.60807002428533,17.32612701578505],[78.6175233159969,17.326127016856624]]]}"
000000000000000006ef,GRID_1775,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.335134409600933],[78.6175233159969,17.344146222638415],[78.60807002428533,17.344146213401096],[78.60807002428533,17.335134360053928],[78.6175233159969,17.335134409600933]]]}"
000000000000000006f0,GRID_1776,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.344146222638415],[78.6175233159969,17.353153568129702],[78.60807002428533,17.353153599346232],[78.60807002428533,17.344146213401096],[78.6175233159969,17.344146222638415]]]}"
000000000000000006f1,GRID_1777,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.353153568129702],[78.6175233159969,17.362160977723367],[78.60807002428533,17.362160960546856],[78.60807002428533,17.353153599346232],[78.6175233159969,17.353153568129702]]]}"
000000000000000006f2,GRID_1778,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.362160977723367],[78.6175233159969,17.371172805968452],[78.60807002428533,17.37117282919381],[78.60807002428533,17.362160960546856],[78.6175233159969,17.362160977723367]]]}"
000000000000000006f3,GRID_1779,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.371172805968452],[78.6175233159969,17.380180164046717],[78.60807002428533,17.38018022781803],[78.60807002428533,17.37117282919381],[78.6175233159969,17.371172805968452]]]}"
000000000000000006f4,GRID_1780,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.380180164046717],[78.6175233159969,17.389187584106804],[78.60807002428533,17.38918759956741],[78.60807002428533,17.38018022781803],[78.6175233159969,17.380180164046717]]]}"
000000000000000006f5,GRID_1781,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.389187584106804],[78.6175233159969,17.39819942117428],[78.60807002428533,17.39819947712882],[78.60807002428533,17.38918759956741],[78.6175233159969,17.389187584106804]]]}"
000000000000000006f6,GRID_1782,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.39819942117428],[78.6175233159969,17.407206785458083],[78.60807002428533,17.40720679315719],[78.60807002428533,17.39819947712882],[78.6175233159969,17.39819942117428]]]}"
000000000000000006f7,GRID_1783,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.407206785458083],[78.6175233159969,17.41621420960385],[78.60807002428533,17.416214169071313],[78.60807002428533,17.40720679315719],[78.6175233159969,17.407206785458083]]]}"
000000000000000006f8,GRID_1784,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.41621420960385],[78.6175233159969,17.425226049110695],[78.60807002428533,17.425226049160838],[78.60807002428533,17.416214169071313],[78.6175233159969,17.41621420960385]]]}"
000000000000000006f9,GRID_1785,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.425226049110695],[78.6175233159969,17.434233413220824],[78.60807002428533,17.43423345399762],[78.60807002428533,17.425226049160838],[78.6175233159969,17.425226049110695]]]}"
000000000000000006fa,GRID_1786,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.434233413220824],[78.6175233159969,17.443245280497322],[78.60807002428533,17.44324527301322],[78.60807002428533,17.43423345399762],[78.6175233159969,17.434233413220824]]]}"
000000000000000006fb,GRID_1787,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.443245280497322],[78.6175233159969,17.45225267063919],[78.60807002428533,17.452252615031714],[78.60807002428533,17.44324527301322],[78.6175233159969,17.443245280497322]]]}"
000000000000000006fc,GRID_1788,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.45225267063919],[78.6175233159969,17.46126002819865],[78.60807002428533,17.46126001340646],[78.60807002428533,17.452252615031714],[78.6175233159969,17.45225267063919]]]}"
000000000000000006fd,GRID_1789,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.46126002819865],[78.6175233159969,17.470271887283964],[78.60807002428533,17.470271913225712],[78.60807002428533,17.46126001340646],[78.6175233159969,17.46126002819865]]]}"
000000000000000006fe,GRID_1790,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.470271887283964],[78.6175233159969,17.479279266627938],[78.60807002428533,17.479279244528517],[78.60807002428533,17.470271913225712],[78.6175233159969,17.470271887283964]]]}"
000000000000000006ff,GRID_1791,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.479279266627938],[78.6175233159969,17.488286611262016],[78.60807002428533,17.48828663006959],[78.60807002428533,17.479279244528517],[78.6175233159969,17.479279266627938]]]}"
00000000000000000700,GRID_1792,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.488286611262016],[78.6175233159969,17.497298455779095],[78.60807002428533,17.497298515412297],[78.60807002428533,17.48828663006959],[78.6175233159969,17.488286611262016]]]}"
00000000000000000701,GRID_1793,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.497298455779095],[78.6175233159969,17.506305906882623],[78.60807002428533,17.506305918554588],[78.60807002428533,17.497298515412297],[78.6175233159969,17.497298455779095]]]}"
00000000000000000702,GRID_1794,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.506305906882623],[78.6175233159969,17.515313232222013],[78.60807002428533,17.51531328489258],[78.60807002428533,17.506305918554588],[78.6175233159969,17.506305906882623]]]}"
00000000000000000703,GRID_1795,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.515313232222013],[78.6175233159969,17.524325144736174],[78.60807002428533,17.52432514938699],[78.60807002428533,17.51531328489258],[78.6175233159969,17.515313232222013]]]}"
00000000000000000704,GRID_1796,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.524325144736174],[78.6175233159969,17.533332483373222],[78.60807002428533,17.533332529081864],[78.60807002428533,17.52432514938699],[78.6175233159969,17.524325144736174]]]}"
00000000000000000705,GRID_1797,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.533332483373222],[78.6175233159969,17.542344319152008],[78.60807002428533,17.542344316896084],[78.60807002428533,17.533332529081864],[78.6175233159969,17.533332483373222]]]}"
00000000000000000706,GRID_1798,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.542344319152008],[78.6175233159969,17.551351757205207],[78.60807002428533,17.55135170711995],[78.60807002428533,17.542344316896084],[78.6175233159969,17.542344319152008]]]}"
00000000000000000707,GRID_1799,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.551351757205207],[78.6175233159969,17.560359065937728],[78.60807002428533,17.56035914594585],[78.60807002428533,17.55135170711995],[78.6175233159969,17.551351757205207]]]}"
00000000000000000708,GRID_1800,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.560359065937728],[78.6175233159969,17.5693709591155],[78.60807002428533,17.56937099123889],[78.60807002428533,17.56035914594585],[78.6175233159969,17.560359065937728]]]}"
00000000000000000709,GRID_1801,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.5693709591155],[78.6175233159969,17.578378363034854],[78.60807002428533,17.57837834741096],[78.60807002428533,17.56937099123889],[78.6175233159969,17.5693709591155]]]}"
0000000000000000070a,GRID_1802,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.578378363034854],[78.6175233159969,17.58738572445831],[78.60807002428533,17.587385750069668],[78.60807002428533,17.57837834741096],[78.6175233159969,17.578378363034854]]]}"
0000000000000000070b,GRID_1803,,"{""type"":""Polygon"",""coordinates"":[[[78.6175233159969,17.58738572445831],[78.6175233159969,17.59639757972926],[78.60807002428533,17.596397557534836],[78.60807002428533,17.587385750069668],[78.6175233159969,17.58738572445831]]]}"
0000000000000000070c,GRID_1804,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.200001304088964],[78.62697658393259,17.20900873033183],[78.6175233159969,17.20900868116452],[78.6175233159969,17.200001303584628],[78.62697658393259,17.200001304088964]]]}"
0000000000000000070d,GRID_1805,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.20900873033183],[78.62697658393259,17.218016054333035],[78.6175233159969,17.21801604535744],[78.6175233159969,17.20900868116452],[78.62697658393259,17.20900873033183]]]}"
0000000000000000070e,GRID_1806,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.218016054333035],[78.62697658393259,17.227027894635057],[78.6175233159969,17.22702792577013],[78.6175233159969,17.21801604535744],[78.62697658393259,17.218016054333035]]]}"
0000000000000000070f,GRID_1807,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.227027894635057],[78.62697658393259,17.23603527866246],[78.6175233159969,17.236035350052497],[78.6175233159969,17.22702792577013],[78.62697658393259,17.227027894635057]]]}"
00000000000000000710,GRID_1808,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.23603527866246],[78.62697658393259,17.245047177911935],[78.6175233159969,17.245047111802833],[78.6175233159969,17.236035350052497],[78.62697658393259,17.23603527866246]]]}"
00000000000000000711,GRID_1809,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.245047177911935],[78.62697658393259,17.254054530288315],[78.6175233159969,17.2540545044929],[78.6175233159969,17.245047111802833],[78.62697658393259,17.245047177911935]]]}"
00000000000000000712,GRID_1810,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.254054530288315],[78.62697658393259,17.26306195452907],[78.6175233159969,17.263061880234623],[78.6175233159969,17.2540545044929],[78.62697658393259,17.254054530288315]]]}"
00000000000000000713,GRID_1811,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.26306195452907],[78.62697658393259,17.272073803519802],[78.6175233159969,17.272073769487314],[78.6175233159969,17.263061880234623],[78.62697658393259,17.26306195452907]]]}"
00000000000000000714,GRID_1812,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.272073803519802],[78.62697658393259,17.281081102986217],[78.6175233159969,17.281081109362127],[78.6175233159969,17.272073769487314],[78.62697658393259,17.272073803519802]]]}"
00000000000000000715,GRID_1813,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.281081102986217],[78.62697658393259,17.290088561042676],[78.6175233159969,17.290088519002012],[78.6175233159969,17.281081109362127],[78.62697658393259,17.281081102986217]]]}"
00000000000000000716,GRID_1814,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.290088561042676],[78.62697658393259,17.299100353354763],[78.6175233159969,17.299100351670713],[78.6175233159969,17.290088519002012],[78.62697658393259,17.290088561042676]]]}"
00000000000000000717,GRID_1815,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.299100353354763],[78.62697658393259,17.308107771219234],[78.6175233159969,17.30810772117395],[78.6175233159969,17.299100351670713],[78.62697658393259,17.299100353354763]]]}"
00000000000000000718,GRID_1816,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.308107771219234],[78.62697658393259,17.317115167837297],[78.6175233159969,17.317115158319854],[78.6175233159969,17.30810772117395],[78.62697658393259,17.308107771219234]]]}"
00000000000000000719,GRID_1817,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.317115167837297],[78.62697658393259,17.326126985925136],[78.6175233159969,17.326127016856624],[78.6175233159969,17.317115158319854],[78.62697658393259,17.317115167837297]]]}"
0000000000000000071a,GRID_1818,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.326126985925136],[78.62697658393259,17.33513433807643],[78.6175233159969,17.335134409600933],[78.6175233159969,17.326127016856624],[78.62697658393259,17.326126985925136]]]}"
0000000000000000071b,GRID_1819,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.33513433807643],[78.62697658393259,17.344146199474945],[78.6175233159969,17.344146222638415],[78.6175233159969,17.335134409600933],[78.62697658393259,17.33513433807643]]]}"
0000000000000000071c,GRID_1820,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.344146199474945],[78.62697658393259,17.353153593189777],[78.6175233159969,17.353153568129702],[78.6175233159969,17.344146222638415],[78.62697658393259,17.344146199474945]]]}"
0000000000000000071d,GRID_1821,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.353153593189777],[78.62697658393259,17.362160962101544],[78.6175233159969,17.362160977723367],[78.6175233159969,17.353153568129702],[78.62697658393259,17.353153593189777]]]}"
0000000000000000071e,GRID_1822,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.362160962101544],[78.62697658393259,17.37117283862859],[78.6175233159969,17.371172805968452],[78.6175233159969,17.362160977723367],[78.62697658393259,17.362160962101544]]]}"
0000000000000000071f,GRID_1823,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.37117283862859],[78.62697658393259,17.380180244851317],[78.6175233159969,17.380180164046717],[78.6175233159969,17.371172805968452],[78.62697658393259,17.37117283862859]]]}"
00000000000000000720,GRID_1824,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.380180244851317],[78.62697658393259,17.389187624140686],[78.6175233159969,17.389187584106804],[78.6175233159969,17.380180164046717],[78.62697658393259,17.380180244851317]]]}"
00000000000000000721,GRID_1825,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.389187624140686],[78.62697658393259,17.39819942051641],[78.6175233159969,17.39819942117428],[78.6175233159969,17.389187584106804],[78.62697658393259,17.389187624140686]]]}"
00000000000000000722,GRID_1826,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.39819942051641],[78.62697658393259,17.407206832862393],[78.6175233159969,17.407206785458083],[78.6175233159969,17.39819942117428],[78.62697658393259,17.39819942051641]]]}"
00000000000000000723,GRID_1827,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.407206832862393],[78.62697658393259,17.416214216145484],[78.6175233159969,17.41621420960385],[78.6175233159969,17.407206785458083],[78.62697658393259,17.407206832862393]]]}"
00000000000000000724,GRID_1828,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.416214216145484],[78.62697658393259,17.42522601486863],[78.6175233159969,17.425226049110695],[78.6175233159969,17.41621420960385],[78.62697658393259,17.416214216145484]]]}"
00000000000000000725,GRID_1829,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.42522601486863],[78.62697658393259,17.434233426958695],[78.6175233159969,17.434233413220824],[78.6175233159969,17.425226049110695],[78.62697658393259,17.42522601486863]]]}"
00000000000000000726,GRID_1830,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.434233426958695],[78.62697658393259,17.443245253392075],[78.6175233159969,17.443245280497322],[78.6175233159969,17.434233413220824],[78.62697658393259,17.434233426958695]]]}"
00000000000000000727,GRID_1831,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.443245253392075],[78.62697658393259,17.452252691460885],[78.6175233159969,17.45225267063919],[78.6175233159969,17.443245280497322],[78.62697658393259,17.443245253392075]]]}"
00000000000000000728,GRID_1832,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.452252691460885],[78.62697658393259,17.461260008004214],[78.6175233159969,17.46126002819865],[78.6175233159969,17.45225267063919],[78.62697658393259,17.452252691460885]]]}"
00000000000000000729,GRID_1833,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.461260008004214],[78.62697658393259,17.470271915074893],[78.6175233159969,17.470271887283964],[78.6175233159969,17.46126002819865],[78.62697658393259,17.461260008004214]]]}"
0000000000000000072a,GRID_1834,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.470271915074893],[78.62697658393259,17.479279253343392],[78.6175233159969,17.479279266627938],[78.6175233159969,17.470271887283964],[78.62697658393259,17.470271915074893]]]}"
0000000000000000072b,GRID_1835,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.479279253343392],[78.62697658393259,17.48828664579625],[78.6175233159969,17.488286611262016],[78.6175233159969,17.479279266627938],[78.62697658393259,17.479279253343392]]]}"
0000000000000000072c,GRID_1836,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.48828664579625],[78.62697658393259,17.497298538219702],[78.6175233159969,17.497298455779095],[78.6175233159969,17.488286611262016],[78.62697658393259,17.48828664579625]]]}"
0000000000000000072d,GRID_1837,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.497298538219702],[78.62697658393259,17.506305859228615],[78.6175233159969,17.506305906882623],[78.6175233159969,17.497298455779095],[78.62697658393259,17.497298538219702]]]}"
0000000000000000072e,GRID_1838,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.506305859228615],[78.62697658393259,17.515313232304663],[78.6175233159969,17.515313232222013],[78.6175233159969,17.506305906882623],[78.62697658393259,17.506305859228615]]]}"
0000000000000000072f,GRID_1839,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.515313232304663],[78.62697658393259,17.524325103706115],[78.6175233159969,17.524325144736174],[78.6175233159969,17.515313232222013],[78.62697658393259,17.515313232304663]]]}"
00000000000000000730,GRID_1840,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.524325103706115],[78.62697658393259,17.533332490026897],[78.6175233159969,17.533332483373222],[78.6175233159969,17.524325144736174],[78.62697658393259,17.524325103706115]]]}"
00000000000000000731,GRID_1841,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.533332490026897],[78.62697658393259,17.542344373576988],[78.6175233159969,17.542344319152008],[78.6175233159969,17.533332483373222],[78.62697658393259,17.533332490026897]]]}"
00000000000000000732,GRID_1842,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.542344373576988],[78.62697658393259,17.551351681369223],[78.6175233159969,17.551351757205207],[78.6175233159969,17.542344319152008],[78.62697658393259,17.542344373576988]]]}"
00000000000000000733,GRID_1843,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.551351681369223],[78.62697658393259,17.560359126655122],[78.6175233159969,17.560359065937728],[78.6175233159969,17.551351757205207],[78.62697658393259,17.551351681369223]]]}"
00000000000000000734,GRID_1844,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.560359126655122],[78.62697658393259,17.5693709785727],[78.6175233159969,17.5693709591155],[78.6175233159969,17.560359065937728],[78.62697658393259,17.560359126655122]]]}"
00000000000000000735,GRID_1845,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.5693709785727],[78.62697658393259,17.578378341088307],[78.6175233159969,17.578378363034854],[78.6175233159969,17.5693709591155],[78.62697658393259,17.5693709785727]]]}"
00000000000000000736,GRID_1846,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.578378341088307],[78.62697658393259,17.58738575003679],[78.6175233159969,17.58738572445831],[78.6175233159969,17.578378363034854],[78.62697658393259,17.578378341088307]]]}"
00000000000000000737,GRID_1847,,"{""type"":""Polygon"",""coordinates"":[[[78.62697658393259,17.58738575003679],[78.62697658393259,17.596397563956263],[78.6175233159969,17.59639757972926],[78.6175233159969,17.58738572445831],[78.62697658393259,17.58738575003679]]]}"
00000000000000000738,GRID_1848,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147587,17.20000129117972],[78.63642541147586,17.209008676956277],[78.62697658393259,17.20900873033183],[78.62697658393259,17.200001304088964],[78.63642541147587,17.20000129117972]]]}"
00000000000000000739,GRID_1849,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.209008676956277],[78.63642541147586,17.21801604928711],[78.62697658393259,17.218016054333035],[78.62697658393259,17.20900873033183],[78.63642541147586,17.209008676956277]]]}"
0000000000000000073a,GRID_1850,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.21801604928711],[78.63642541147586,17.22702793800643],[78.62697658393259,17.227027894635057],[78.62697658393259,17.218016054333035],[78.63642541147586,17.21801604928711]]]}"
0000000000000000073b,GRID_1851,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.22702793800643],[78.63642541147586,17.23603528147607],[78.62697658393259,17.23603527866246],[78.62697658393259,17.227027894635057],[78.63642541147586,17.22702793800643]]]}"
0000000000000000073c,GRID_1852,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.23603528147607],[78.63642541147587,17.245047140248722],[78.62697658393259,17.245047177911935],[78.62697658393259,17.23603527866246],[78.63642541147586,17.23603528147607]]]}"
0000000000000000073d,GRID_1853,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147587,17.245047140248722],[78.63642541147586,17.254054540846266],[78.62697658393259,17.254054530288315],[78.62697658393259,17.245047177911935],[78.63642541147587,17.245047140248722]]]}"
0000000000000000073e,GRID_1854,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.254054540846266],[78.63642541147586,17.26306192443677],[78.62697658393259,17.26306195452907],[78.62697658393259,17.254054530288315],[78.63642541147586,17.254054540846266]]]}"
0000000000000000073f,GRID_1855,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.26306192443677],[78.63642541147586,17.272073732855983],[78.62697658393259,17.272073803519802],[78.62697658393259,17.26306195452907],[78.63642541147586,17.26306192443677]]]}"
00000000000000000740,GRID_1856,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.272073732855983],[78.63642541147587,17.28108116931321],[78.62697658393259,17.281081102986217],[78.62697658393259,17.272073803519802],[78.63642541147586,17.272073732855983]]]}"
00000000000000000741,GRID_1857,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147587,17.28108116931321],[78.63642541147586,17.290088497772743],[78.62697658393259,17.290088561042676],[78.62697658393259,17.281081102986217],[78.63642541147587,17.28108116931321]]]}"
00000000000000000742,GRID_1858,,"{""type"":""Polygon"",""coordinates"":[[[78.63642541147586,17.290088497772743],[78.63642541147587,17.299100338279644],[78.62697658393259,17.299100353354763],[78.62697658393259,17.290088561042676],[78.63642541147586,17.290088497772743]]]}"
